id,name,url,types,abilities,hp,attack,defense,special-attack,special-defense,speed
698,amaura,https://pokeapi.co/api/v2/pokemon/698/,"rock, ice","refrigerate, snow-warning",77,59,50,67,63,46
699,aurorus,https://pokeapi.co/api/v2/pokemon/699/,"rock, ice","refrigerate, snow-warning",123,77,72,99,92,58
700,sylveon,https://pokeapi.co/api/v2/pokemon/700/,fairy,"cute-charm, pixilate",95,65,65,110,130,60
701,hawlucha,https://pokeapi.co/api/v2/pokemon/701/,"fighting, flying","limber, unburden, mold-breaker",78,92,75,74,63,118
702,dedenne,https://pokeapi.co/api/v2/pokemon/702/,"electric, fairy","cheek-pouch, pickup, plus",67,58,57,81,67,101
703,carbink,https://pokeapi.co/api/v2/pokemon/703/,"rock, fairy","clear-body, sturdy",50,50,150,50,150,50
704,goomy,https://pokeapi.co/api/v2/pokemon/704/,dragon,"sap-sipper, hydration, gooey",45,50,35,55,75,40
705,sliggoo,https://pokeapi.co/api/v2/pokemon/705/,dragon,"sap-sipper, hydration, gooey",68,75,53,83,113,60
706,goodra,https://pokeapi.co/api/v2/pokemon/706/,dragon,"sap-sipper, hydration, gooey",90,100,70,110,150,80
707,klefki,https://pokeapi.co/api/v2/pokemon/707/,"steel, fairy","prankster, magician",57,80,91,80,87,75
708,phantump,https://pokeapi.co/api/v2/pokemon/708/,"ghost, grass","natural-cure, frisk, harvest",43,70,48,50,60,38
709,trevenant,https://pokeapi.co/api/v2/pokemon/709/,"ghost, grass","natural-cure, frisk, harvest",85,110,76,65,82,56
710,pumpkaboo-average,https://pokeapi.co/api/v2/pokemon/710/,"ghost, grass","pickup, frisk, insomnia",49,66,70,44,55,51
711,gourgeist-average,https://pokeapi.co/api/v2/pokemon/711/,"ghost, grass","pickup, frisk, insomnia",65,90,122,58,75,84
712,bergmite,https://pokeapi.co/api/v2/pokemon/712/,ice,"own-tempo, ice-body, sturdy",55,69,85,32,35,28
713,avalugg,https://pokeapi.co/api/v2/pokemon/713/,ice,"own-tempo, ice-body, sturdy",95,117,184,44,46,28
714,noibat,https://pokeapi.co/api/v2/pokemon/714/,"flying, dragon","frisk, infiltrator, telepathy",40,30,35,45,40,55
715,noivern,https://pokeapi.co/api/v2/pokemon/715/,"flying, dragon","frisk, infiltrator, telepathy",85,70,80,97,80,123
716,xerneas,https://pokeapi.co/api/v2/pokemon/716/,fairy,fairy-aura,126,131,95,131,98,99
717,yveltal,https://pokeapi.co/api/v2/pokemon/717/,"dark, flying",dark-aura,126,131,95,131,98,99
718,zygarde-50,https://pokeapi.co/api/v2/pokemon/718/,"dragon, ground",aura-break,108,100,121,81,95,95
719,diancie,https://pokeapi.co/api/v2/pokemon/719/,"rock, fairy",clear-body,50,100,150,100,150,50
720,hoopa,https://pokeapi.co/api/v2/pokemon/720/,"psychic, ghost",magician,80,110,60,150,130,70
721,volcanion,https://pokeapi.co/api/v2/pokemon/721/,"fire, water",water-absorb,80,110,120,130,90,70
722,rowlet,https://pokeapi.co/api/v2/pokemon/722/,"grass, flying","overgrow, long-reach",68,55,55,50,50,42
723,dartrix,https://pokeapi.co/api/v2/pokemon/723/,"grass, flying","overgrow, long-reach",78,75,75,70,70,52
724,decidueye,https://pokeapi.co/api/v2/pokemon/724/,"grass, ghost","overgrow, long-reach",78,107,75,100,100,70
725,litten,https://pokeapi.co/api/v2/pokemon/725/,fire,"blaze, intimidate",45,65,40,60,40,70
726,torracat,https://pokeapi.co/api/v2/pokemon/726/,fire,"blaze, intimidate",65,85,50,80,50,90
727,incineroar,https://pokeapi.co/api/v2/pokemon/727/,"fire, dark","blaze, intimidate",95,115,90,80,90,60
728,popplio,https://pokeapi.co/api/v2/pokemon/728/,water,"torrent, liquid-voice",50,54,54,66,56,40
729,brionne,https://pokeapi.co/api/v2/pokemon/729/,water,"torrent, liquid-voice",60,69,69,91,81,50
730,primarina,https://pokeapi.co/api/v2/pokemon/730/,"water, fairy","torrent, liquid-voice",80,74,74,126,116,60
731,pikipek,https://pokeapi.co/api/v2/pokemon/731/,"normal, flying","keen-eye, skill-link, pickup",35,75,30,30,30,65
732,trumbeak,https://pokeapi.co/api/v2/pokemon/732/,"normal, flying","keen-eye, skill-link, pickup",55,85,50,40,50,75
733,toucannon,https://pokeapi.co/api/v2/pokemon/733/,"normal, flying","keen-eye, skill-link, sheer-force",80,120,75,75,75,60
734,yungoos,https://pokeapi.co/api/v2/pokemon/734/,normal,"stakeout, strong-jaw, adaptability",48,70,30,30,30,45
735,gumshoos,https://pokeapi.co/api/v2/pokemon/735/,normal,"stakeout, strong-jaw, adaptability",88,110,60,55,60,45
736,grubbin,https://pokeapi.co/api/v2/pokemon/736/,bug,swarm,47,62,45,55,45,46
737,charjabug,https://pokeapi.co/api/v2/pokemon/737/,"bug, electric",battery,57,82,95,55,75,36
738,vikavolt,https://pokeapi.co/api/v2/pokemon/738/,"bug, electric",levitate,77,70,90,145,75,43
739,crabrawler,https://pokeapi.co/api/v2/pokemon/739/,fighting,"hyper-cutter, iron-fist, anger-point",47,82,57,42,47,63
740,crabominable,https://pokeapi.co/api/v2/pokemon/740/,"fighting, ice","hyper-cutter, iron-fist, anger-point",97,132,77,62,67,43
741,oricorio-baile,https://pokeapi.co/api/v2/pokemon/741/,"fire, flying",dancer,75,70,70,98,70,93
742,cutiefly,https://pokeapi.co/api/v2/pokemon/742/,"bug, fairy","honey-gather, shield-dust, sweet-veil",40,45,40,55,40,84
743,ribombee,https://pokeapi.co/api/v2/pokemon/743/,"bug, fairy","honey-gather, shield-dust, sweet-veil",60,55,60,95,70,124
744,rockruff,https://pokeapi.co/api/v2/pokemon/744/,rock,"keen-eye, vital-spirit, steadfast",45,65,40,30,40,60
745,lycanroc-midday,https://pokeapi.co/api/v2/pokemon/745/,rock,"keen-eye, sand-rush, steadfast",75,115,65,55,65,112
746,wishiwashi-solo,https://pokeapi.co/api/v2/pokemon/746/,water,schooling,45,20,20,25,25,40
747,mareanie,https://pokeapi.co/api/v2/pokemon/747/,"poison, water","merciless, limber, regenerator",50,53,62,43,52,45
748,toxapex,https://pokeapi.co/api/v2/pokemon/748/,"poison, water","merciless, limber, regenerator",50,63,152,53,142,35
749,mudbray,https://pokeapi.co/api/v2/pokemon/749/,ground,"own-tempo, stamina, inner-focus",70,100,70,45,55,45
750,mudsdale,https://pokeapi.co/api/v2/pokemon/750/,ground,"own-tempo, stamina, inner-focus",100,125,100,55,85,35
751,dewpider,https://pokeapi.co/api/v2/pokemon/751/,"water, bug","water-bubble, water-absorb",38,40,52,40,72,27
752,araquanid,https://pokeapi.co/api/v2/pokemon/752/,"water, bug","water-bubble, water-absorb",68,70,92,50,132,42
753,fomantis,https://pokeapi.co/api/v2/pokemon/753/,grass,"leaf-guard, contrary",40,55,35,50,35,35
754,lurantis,https://pokeapi.co/api/v2/pokemon/754/,grass,"leaf-guard, contrary",70,105,90,80,90,45
755,morelull,https://pokeapi.co/api/v2/pokemon/755/,"grass, fairy","illuminate, effect-spore, rain-dish",40,35,55,65,75,15
756,shiinotic,https://pokeapi.co/api/v2/pokemon/756/,"grass, fairy","illuminate, effect-spore, rain-dish",60,45,80,90,100,30
757,salandit,https://pokeapi.co/api/v2/pokemon/757/,"poison, fire","corrosion, oblivious",48,44,40,71,40,77
758,salazzle,https://pokeapi.co/api/v2/pokemon/758/,"poison, fire","corrosion, oblivious",68,64,60,111,60,117
759,stufful,https://pokeapi.co/api/v2/pokemon/759/,"normal, fighting","fluffy, klutz, cute-charm",70,75,50,45,50,50
760,bewear,https://pokeapi.co/api/v2/pokemon/760/,"normal, fighting","fluffy, klutz, unnerve",120,125,80,55,60,60
761,bounsweet,https://pokeapi.co/api/v2/pokemon/761/,grass,"leaf-guard, oblivious, sweet-veil",42,30,38,30,38,32
762,steenee,https://pokeapi.co/api/v2/pokemon/762/,grass,"leaf-guard, oblivious, sweet-veil",52,40,48,40,48,62
763,tsareena,https://pokeapi.co/api/v2/pokemon/763/,grass,"leaf-guard, queenly-majesty, sweet-veil",72,120,98,50,98,72
764,comfey,https://pokeapi.co/api/v2/pokemon/764/,fairy,"flower-veil, triage, natural-cure",51,52,90,82,110,100
765,oranguru,https://pokeapi.co/api/v2/pokemon/765/,"normal, psychic","inner-focus, telepathy, symbiosis",90,60,80,90,110,60
766,passimian,https://pokeapi.co/api/v2/pokemon/766/,fighting,"receiver, defiant",100,120,90,40,60,80
767,wimpod,https://pokeapi.co/api/v2/pokemon/767/,"bug, water",wimp-out,25,35,40,20,30,80
768,golisopod,https://pokeapi.co/api/v2/pokemon/768/,"bug, water",emergency-exit,75,125,140,60,90,40
769,sandygast,https://pokeapi.co/api/v2/pokemon/769/,"ghost, ground","water-compaction, sand-veil",55,55,80,70,45,15
770,palossand,https://pokeapi.co/api/v2/pokemon/770/,"ghost, ground","water-compaction, sand-veil",85,75,110,100,75,35
771,pyukumuku,https://pokeapi.co/api/v2/pokemon/771/,water,"innards-out, unaware",55,60,130,30,130,5
772,type-null,https://pokeapi.co/api/v2/pokemon/772/,normal,battle-armor,95,95,95,95,95,59
773,silvally,https://pokeapi.co/api/v2/pokemon/773/,normal,rks-system,95,95,95,95,95,95
774,minior-red-meteor,https://pokeapi.co/api/v2/pokemon/774/,"rock, flying",shields-down,60,60,100,60,100,60
775,komala,https://pokeapi.co/api/v2/pokemon/775/,normal,comatose,65,115,65,75,95,65
776,turtonator,https://pokeapi.co/api/v2/pokemon/776/,"fire, dragon",shell-armor,60,78,135,91,85,36
777,togedemaru,https://pokeapi.co/api/v2/pokemon/777/,"electric, steel","iron-barbs, lightning-rod, sturdy",65,98,63,40,73,96
778,mimikyu-disguised,https://pokeapi.co/api/v2/pokemon/778/,"ghost, fairy",disguise,55,90,80,50,105,96
779,bruxish,https://pokeapi.co/api/v2/pokemon/779/,"water, psychic","dazzling, strong-jaw, wonder-skin",68,105,70,70,70,92
780,drampa,https://pokeapi.co/api/v2/pokemon/780/,"normal, dragon","berserk, sap-sipper, cloud-nine",78,60,85,135,91,36
781,dhelmise,https://pokeapi.co/api/v2/pokemon/781/,"ghost, grass",steelworker,70,131,100,86,90,40
782,jangmo-o,https://pokeapi.co/api/v2/pokemon/782/,dragon,"bulletproof, soundproof, overcoat",45,55,65,45,45,45
783,hakamo-o,https://pokeapi.co/api/v2/pokemon/783/,"dragon, fighting","bulletproof, soundproof, overcoat",55,75,90,65,70,65
784,kommo-o,https://pokeapi.co/api/v2/pokemon/784/,"dragon, fighting","bulletproof, soundproof, overcoat",75,110,125,100,105,85
785,tapu-koko,https://pokeapi.co/api/v2/pokemon/785/,"electric, fairy","electric-surge, telepathy",70,115,85,95,75,130
786,tapu-lele,https://pokeapi.co/api/v2/pokemon/786/,"psychic, fairy","psychic-surge, telepathy",70,85,75,130,115,95
787,tapu-bulu,https://pokeapi.co/api/v2/pokemon/787/,"grass, fairy","grassy-surge, telepathy",70,130,115,85,95,75
788,tapu-fini,https://pokeapi.co/api/v2/pokemon/788/,"water, fairy","misty-surge, telepathy",70,75,115,95,130,85
789,cosmog,https://pokeapi.co/api/v2/pokemon/789/,psychic,unaware,43,29,31,29,31,37
790,cosmoem,https://pokeapi.co/api/v2/pokemon/790/,psychic,sturdy,43,29,131,29,131,37
791,solgaleo,https://pokeapi.co/api/v2/pokemon/791/,"psychic, steel",full-metal-body,137,137,107,113,89,97
792,lunala,https://pokeapi.co/api/v2/pokemon/792/,"psychic, ghost",shadow-shield,137,113,89,137,107,97
793,nihilego,https://pokeapi.co/api/v2/pokemon/793/,"rock, poison",beast-boost,109,53,47,127,131,103
794,buzzwole,https://pokeapi.co/api/v2/pokemon/794/,"bug, fighting",beast-boost,107,139,139,53,53,79
795,pheromosa,https://pokeapi.co/api/v2/pokemon/795/,"bug, fighting",beast-boost,71,137,37,137,37,151
796,xurkitree,https://pokeapi.co/api/v2/pokemon/796/,electric,beast-boost,83,89,71,173,71,83
797,celesteela,https://pokeapi.co/api/v2/pokemon/797/,"steel, flying",beast-boost,97,101,103,107,101,61
798,kartana,https://pokeapi.co/api/v2/pokemon/798/,"grass, steel",beast-boost,59,181,131,59,31,109
799,guzzlord,https://pokeapi.co/api/v2/pokemon/799/,"dark, dragon",beast-boost,223,101,53,97,53,43
800,necrozma,https://pokeapi.co/api/v2/pokemon/800/,psychic,prism-armor,97,107,101,127,89,79
801,magearna,https://pokeapi.co/api/v2/pokemon/801/,"steel, fairy",soul-heart,80,95,115,130,115,65
802,marshadow,https://pokeapi.co/api/v2/pokemon/802/,"fighting, ghost",technician,90,125,80,90,90,125
803,poipole,https://pokeapi.co/api/v2/pokemon/803/,poison,beast-boost,67,73,67,73,67,73
804,naganadel,https://pokeapi.co/api/v2/pokemon/804/,"poison, dragon",beast-boost,73,73,73,127,73,121
805,stakataka,https://pokeapi.co/api/v2/pokemon/805/,"rock, steel",beast-boost,61,131,211,53,101,13
806,blacephalon,https://pokeapi.co/api/v2/pokemon/806/,"fire, ghost",beast-boost,53,127,53,151,79,107
807,zeraora,https://pokeapi.co/api/v2/pokemon/807/,electric,volt-absorb,88,112,75,102,80,143
808,meltan,https://pokeapi.co/api/v2/pokemon/808/,steel,magnet-pull,46,65,65,55,35,34
809,melmetal,https://pokeapi.co/api/v2/pokemon/809/,steel,iron-fist,135,143,143,80,65,34
810,grookey,https://pokeapi.co/api/v2/pokemon/810/,grass,"overgrow, grassy-surge",50,65,50,40,40,65
811,thwackey,https://pokeapi.co/api/v2/pokemon/811/,grass,"overgrow, grassy-surge",70,85,70,55,60,80
812,rillaboom,https://pokeapi.co/api/v2/pokemon/812/,grass,"overgrow, grassy-surge",100,125,90,60,70,85
813,scorbunny,https://pokeapi.co/api/v2/pokemon/813/,fire,"blaze, libero",50,71,40,40,40,69
814,raboot,https://pokeapi.co/api/v2/pokemon/814/,fire,"blaze, libero",65,86,60,55,60,94
815,cinderace,https://pokeapi.co/api/v2/pokemon/815/,fire,"blaze, libero",80,116,75,65,75,119
816,sobble,https://pokeapi.co/api/v2/pokemon/816/,water,"torrent, sniper",50,40,40,70,40,70
817,drizzile,https://pokeapi.co/api/v2/pokemon/817/,water,"torrent, sniper",65,60,55,95,55,90
818,inteleon,https://pokeapi.co/api/v2/pokemon/818/,water,"torrent, sniper",70,85,65,125,65,120
819,skwovet,https://pokeapi.co/api/v2/pokemon/819/,normal,"cheek-pouch, gluttony",70,55,55,35,35,25
820,greedent,https://pokeapi.co/api/v2/pokemon/820/,normal,"cheek-pouch, gluttony",120,95,95,55,75,20
821,rookidee,https://pokeapi.co/api/v2/pokemon/821/,flying,"keen-eye, unnerve, big-pecks",38,47,35,33,35,57
822,corvisquire,https://pokeapi.co/api/v2/pokemon/822/,flying,"keen-eye, unnerve, big-pecks",68,67,55,43,55,77
823,corviknight,https://pokeapi.co/api/v2/pokemon/823/,"flying, steel","pressure, unnerve, mirror-armor",98,87,105,53,85,67
824,blipbug,https://pokeapi.co/api/v2/pokemon/824/,bug,"swarm, compound-eyes, telepathy",25,20,20,25,45,45
825,dottler,https://pokeapi.co/api/v2/pokemon/825/,"bug, psychic","swarm, compound-eyes, telepathy",50,35,80,50,90,30
826,orbeetle,https://pokeapi.co/api/v2/pokemon/826/,"bug, psychic","swarm, frisk, telepathy",60,45,110,80,120,90
827,nickit,https://pokeapi.co/api/v2/pokemon/827/,dark,"run-away, unburden, stakeout",40,28,28,47,52,50
828,thievul,https://pokeapi.co/api/v2/pokemon/828/,dark,"run-away, unburden, stakeout",70,58,58,87,92,90
829,gossifleur,https://pokeapi.co/api/v2/pokemon/829/,grass,"cotton-down, regenerator, effect-spore",40,40,60,40,60,10
830,eldegoss,https://pokeapi.co/api/v2/pokemon/830/,grass,"cotton-down, regenerator, effect-spore",60,50,90,80,120,60
831,wooloo,https://pokeapi.co/api/v2/pokemon/831/,normal,"fluffy, run-away, bulletproof",42,40,55,40,45,48
832,dubwool,https://pokeapi.co/api/v2/pokemon/832/,normal,"fluffy, steadfast, bulletproof",72,80,100,60,90,88
833,chewtle,https://pokeapi.co/api/v2/pokemon/833/,water,"strong-jaw, shell-armor, swift-swim",50,64,50,38,38,44
834,drednaw,https://pokeapi.co/api/v2/pokemon/834/,"water, rock","strong-jaw, shell-armor, swift-swim",90,115,90,48,68,74
835,yamper,https://pokeapi.co/api/v2/pokemon/835/,electric,"ball-fetch, rattled",59,45,50,40,50,26
836,boltund,https://pokeapi.co/api/v2/pokemon/836/,electric,"strong-jaw, competitive",69,90,60,90,60,121
837,rolycoly,https://pokeapi.co/api/v2/pokemon/837/,rock,"steam-engine, heatproof, flash-fire",30,40,50,40,50,30
838,carkol,https://pokeapi.co/api/v2/pokemon/838/,"rock, fire","steam-engine, flame-body, flash-fire",80,60,90,60,70,50
839,coalossal,https://pokeapi.co/api/v2/pokemon/839/,"rock, fire","steam-engine, flame-body, flash-fire",110,80,120,80,90,30
840,applin,https://pokeapi.co/api/v2/pokemon/840/,"grass, dragon","ripen, gluttony, bulletproof",40,40,80,40,40,20
841,flapple,https://pokeapi.co/api/v2/pokemon/841/,"grass, dragon","ripen, gluttony, hustle",70,110,80,95,60,70
842,appletun,https://pokeapi.co/api/v2/pokemon/842/,"grass, dragon","ripen, gluttony, thick-fat",110,85,80,100,80,30
843,silicobra,https://pokeapi.co/api/v2/pokemon/843/,ground,"sand-spit, shed-skin, sand-veil",52,57,75,35,50,46
844,sandaconda,https://pokeapi.co/api/v2/pokemon/844/,ground,"sand-spit, shed-skin, sand-veil",72,107,125,65,70,71
845,cramorant,https://pokeapi.co/api/v2/pokemon/845/,"flying, water",gulp-missile,70,85,55,85,95,85
846,arrokuda,https://pokeapi.co/api/v2/pokemon/846/,water,"swift-swim, propeller-tail",41,63,40,40,30,66
847,barraskewda,https://pokeapi.co/api/v2/pokemon/847/,water,"swift-swim, propeller-tail",61,123,60,60,50,136
848,toxel,https://pokeapi.co/api/v2/pokemon/848/,"electric, poison","rattled, static, klutz",40,38,35,54,35,40
849,toxtricity-amped,https://pokeapi.co/api/v2/pokemon/849/,"electric, poison","punk-rock, plus, technician",75,98,70,114,70,75
850,sizzlipede,https://pokeapi.co/api/v2/pokemon/850/,"fire, bug","flash-fire, white-smoke, flame-body",50,65,45,50,50,45
851,centiskorch,https://pokeapi.co/api/v2/pokemon/851/,"fire, bug","flash-fire, white-smoke, flame-body",100,115,65,90,90,65
852,clobbopus,https://pokeapi.co/api/v2/pokemon/852/,fighting,"limber, technician",50,68,60,50,50,32
853,grapploct,https://pokeapi.co/api/v2/pokemon/853/,fighting,"limber, technician",80,118,90,70,80,42
854,sinistea,https://pokeapi.co/api/v2/pokemon/854/,ghost,"weak-armor, cursed-body",40,45,45,74,54,50
855,polteageist,https://pokeapi.co/api/v2/pokemon/855/,ghost,"weak-armor, cursed-body",60,65,65,134,114,70
856,hatenna,https://pokeapi.co/api/v2/pokemon/856/,psychic,"healer, anticipation, magic-bounce",42,30,45,56,53,39
857,hattrem,https://pokeapi.co/api/v2/pokemon/857/,psychic,"healer, anticipation, magic-bounce",57,40,65,86,73,49
858,hatterene,https://pokeapi.co/api/v2/pokemon/858/,"psychic, fairy","healer, anticipation, magic-bounce",57,90,95,136,103,29
859,impidimp,https://pokeapi.co/api/v2/pokemon/859/,"dark, fairy","prankster, frisk, pickpocket",45,45,30,55,40,50
860,morgrem,https://pokeapi.co/api/v2/pokemon/860/,"dark, fairy","prankster, frisk, pickpocket",65,60,45,75,55,70
861,grimmsnarl,https://pokeapi.co/api/v2/pokemon/861/,"dark, fairy","prankster, frisk, pickpocket",95,120,65,95,75,60
862,obstagoon,https://pokeapi.co/api/v2/pokemon/862/,"dark, normal","reckless, guts, defiant",93,90,101,60,81,95
863,perrserker,https://pokeapi.co/api/v2/pokemon/863/,steel,"battle-armor, tough-claws, steely-spirit",70,110,100,50,60,50
864,cursola,https://pokeapi.co/api/v2/pokemon/864/,ghost,"weak-armor, perish-body",60,95,50,145,130,30
865,sirfetchd,https://pokeapi.co/api/v2/pokemon/865/,fighting,"steadfast, scrappy",62,135,95,68,82,65
866,mr-rime,https://pokeapi.co/api/v2/pokemon/866/,"ice, psychic","tangled-feet, screen-cleaner, ice-body",80,85,75,110,100,70
867,runerigus,https://pokeapi.co/api/v2/pokemon/867/,"ground, ghost",wandering-spirit,58,95,145,50,105,30
868,milcery,https://pokeapi.co/api/v2/pokemon/868/,fairy,"sweet-veil, aroma-veil",45,40,40,50,61,34
869,alcremie,https://pokeapi.co/api/v2/pokemon/869/,fairy,"sweet-veil, aroma-veil",65,60,75,110,121,64
870,falinks,https://pokeapi.co/api/v2/pokemon/870/,fighting,"battle-armor, defiant",65,100,100,70,60,75
871,pincurchin,https://pokeapi.co/api/v2/pokemon/871/,electric,"lightning-rod, electric-surge",48,101,95,91,85,15
872,snom,https://pokeapi.co/api/v2/pokemon/872/,"ice, bug","shield-dust, ice-scales",30,25,35,45,30,20
873,frosmoth,https://pokeapi.co/api/v2/pokemon/873/,"ice, bug","shield-dust, ice-scales",70,65,60,125,90,65
874,stonjourner,https://pokeapi.co/api/v2/pokemon/874/,rock,power-spot,100,125,135,20,20,70
875,eiscue-ice,https://pokeapi.co/api/v2/pokemon/875/,ice,ice-face,75,80,110,65,90,50
876,indeedee-male,https://pokeapi.co/api/v2/pokemon/876/,"psychic, normal","inner-focus, synchronize, psychic-surge",60,65,55,105,95,95
877,morpeko-full-belly,https://pokeapi.co/api/v2/pokemon/877/,"electric, dark",hunger-switch,58,95,58,70,58,97
878,cufant,https://pokeapi.co/api/v2/pokemon/878/,steel,"sheer-force, heavy-metal",72,80,49,40,49,40
879,copperajah,https://pokeapi.co/api/v2/pokemon/879/,steel,"sheer-force, heavy-metal",122,130,69,80,69,30
880,dracozolt,https://pokeapi.co/api/v2/pokemon/880/,"electric, dragon","volt-absorb, hustle, sand-rush",90,100,90,80,70,75
881,arctozolt,https://pokeapi.co/api/v2/pokemon/881/,"electric, ice","volt-absorb, static, slush-rush",90,100,90,90,80,55
882,dracovish,https://pokeapi.co/api/v2/pokemon/882/,"water, dragon","water-absorb, strong-jaw, sand-rush",90,90,100,70,80,75
883,arctovish,https://pokeapi.co/api/v2/pokemon/883/,"water, ice","water-absorb, ice-body, slush-rush",90,90,100,80,90,55
884,duraludon,https://pokeapi.co/api/v2/pokemon/884/,"steel, dragon","light-metal, heavy-metal, stalwart",70,95,115,120,50,85
885,dreepy,https://pokeapi.co/api/v2/pokemon/885/,"dragon, ghost","clear-body, infiltrator, cursed-body",28,60,30,40,30,82
886,drakloak,https://pokeapi.co/api/v2/pokemon/886/,"dragon, ghost","clear-body, infiltrator, cursed-body",68,80,50,60,50,102
887,dragapult,https://pokeapi.co/api/v2/pokemon/887/,"dragon, ghost","clear-body, infiltrator, cursed-body",88,120,75,100,75,142
888,zacian,https://pokeapi.co/api/v2/pokemon/888/,fairy,intrepid-sword,92,130,115,80,115,138
889,zamazenta,https://pokeapi.co/api/v2/pokemon/889/,fighting,dauntless-shield,92,130,115,80,115,138
890,eternatus,https://pokeapi.co/api/v2/pokemon/890/,"poison, dragon",pressure,140,85,95,145,95,130
891,kubfu,https://pokeapi.co/api/v2/pokemon/891/,fighting,inner-focus,60,90,60,53,50,72
892,urshifu-single-strike,https://pokeapi.co/api/v2/pokemon/892/,"fighting, dark",unseen-fist,100,130,100,63,60,97
893,zarude,https://pokeapi.co/api/v2/pokemon/893/,"dark, grass",leaf-guard,105,120,105,70,95,105
894,regieleki,https://pokeapi.co/api/v2/pokemon/894/,electric,transistor,80,100,50,100,50,200
895,regidrago,https://pokeapi.co/api/v2/pokemon/895/,dragon,dragons-maw,200,100,50,100,50,80
896,glastrier,https://pokeapi.co/api/v2/pokemon/896/,ice,chilling-neigh,100,145,130,65,110,30
897,spectrier,https://pokeapi.co/api/v2/pokemon/897/,ghost,grim-neigh,100,65,60,145,80,130
898,calyrex,https://pokeapi.co/api/v2/pokemon/898/,"psychic, grass",unnerve,100,80,80,80,80,80
899,wyrdeer,https://pokeapi.co/api/v2/pokemon/899/,"normal, psychic","intimidate, frisk, sap-sipper",103,105,72,105,75,65
900,kleavor,https://pokeapi.co/api/v2/pokemon/900/,"bug, rock","swarm, sheer-force, steadfast",70,135,95,45,70,85
901,ursaluna,https://pokeapi.co/api/v2/pokemon/901/,"ground, normal","guts, bulletproof, unnerve",130,140,105,45,80,50
902,basculegion-male,https://pokeapi.co/api/v2/pokemon/902/,"water, ghost","rattled, adaptability, mold-breaker",120,112,65,80,75,78
903,sneasler,https://pokeapi.co/api/v2/pokemon/903/,"fighting, poison","pressure, poison-touch",80,130,60,40,80,120
904,overqwil,https://pokeapi.co/api/v2/pokemon/904/,"dark, poison","poison-point, swift-swim, intimidate",85,115,95,65,65,85
905,enamorus-incarnate,https://pokeapi.co/api/v2/pokemon/905/,"fairy, flying","cute-charm, contrary",74,115,70,135,80,106
906,sprigatito,https://pokeapi.co/api/v2/pokemon/906/,grass,"overgrow, protean",40,61,54,45,45,65
907,floragato,https://pokeapi.co/api/v2/pokemon/907/,grass,"overgrow, protean",61,80,63,60,63,83
908,meowscarada,https://pokeapi.co/api/v2/pokemon/908/,"grass, dark","overgrow, protean",76,110,70,81,70,123
909,fuecoco,https://pokeapi.co/api/v2/pokemon/909/,fire,"blaze, unaware",67,45,59,63,40,36
910,crocalor,https://pokeapi.co/api/v2/pokemon/910/,fire,"blaze, unaware",81,55,78,90,58,49
911,skeledirge,https://pokeapi.co/api/v2/pokemon/911/,"fire, ghost","blaze, unaware",104,75,100,110,75,66
912,quaxly,https://pokeapi.co/api/v2/pokemon/912/,water,"torrent, moxie",55,65,45,50,45,50
913,quaxwell,https://pokeapi.co/api/v2/pokemon/913/,water,"torrent, moxie",70,85,65,65,60,65
914,quaquaval,https://pokeapi.co/api/v2/pokemon/914/,"water, fighting","torrent, moxie",85,120,80,85,75,85
915,lechonk,https://pokeapi.co/api/v2/pokemon/915/,normal,"aroma-veil, gluttony, thick-fat",54,45,40,35,45,35
916,oinkologne,https://pokeapi.co/api/v2/pokemon/916/,normal,"lingering-aroma, gluttony, thick-fat",110,100,75,59,80,65
917,tarountula,https://pokeapi.co/api/v2/pokemon/917/,bug,"insomnia, stakeout",35,41,45,29,40,20
918,spidops,https://pokeapi.co/api/v2/pokemon/918/,bug,"insomnia, stakeout",60,79,92,52,86,35
919,nymble,https://pokeapi.co/api/v2/pokemon/919/,bug,"swarm, tinted-lens",33,46,40,21,25,45
920,lokix,https://pokeapi.co/api/v2/pokemon/920/,"bug, dark","swarm, tinted-lens",71,102,78,52,55,92
921,pawmi,https://pokeapi.co/api/v2/pokemon/921/,electric,"static, natural-cure, iron-fist",45,50,20,40,25,60
922,pawmo,https://pokeapi.co/api/v2/pokemon/922/,"electric, fighting","volt-absorb, natural-cure, iron-fist",60,75,40,50,40,85
923,pawmot,https://pokeapi.co/api/v2/pokemon/923/,"electric, fighting","volt-absorb, natural-cure, iron-fist",70,115,70,70,60,105
924,tandemaus,https://pokeapi.co/api/v2/pokemon/924/,normal,"run-away, pickup, own-tempo",50,50,45,40,45,75
925,maushold,https://pokeapi.co/api/v2/pokemon/925/,normal,"friend-guard, cheek-pouch, technician",74,75,70,65,75,111
926,fidough,https://pokeapi.co/api/v2/pokemon/926/,fairy,"own-tempo, klutz",37,55,70,30,55,65
927,dachsbun,https://pokeapi.co/api/v2/pokemon/927/,fairy,"well-baked-body, aroma-veil",57,80,115,50,80,95
928,smoliv,https://pokeapi.co/api/v2/pokemon/928/,"grass, normal","early-bird, harvest",41,35,45,58,51,30
929,dolliv,https://pokeapi.co/api/v2/pokemon/929/,"grass, normal","early-bird, harvest",52,53,60,78,78,33
930,arboliva,https://pokeapi.co/api/v2/pokemon/930/,"grass, normal","seed-sower, harvest",78,69,90,125,109,39
